cod,sigla,valor,periodo,ano
5211206,Itapuranga,1,1997-01-15,1997
5211008,Itapirapuã,0,1997-01-15,1997
5210901,Itapaci,1,1997-01-15,1997
5210802,Itajá,1,1997-01-15,1997
5210604,Itaguaru,0,1997-01-15,1997
5210562,Itaguari,0,1997-01-15,1997
5210406,Itaberaí,6,1997-01-15,1997
5210307,Israelândia,1,1997-01-15,1997
5210208,Iporá,6,1997-01-15,1997
5210158,Ipiranga de Goiás,0,1997-01-15,1997
5210109,Ipameri,0,1997-01-15,1997
5210000,Inhumas,6,1997-01-15,1997
5209952,Indiara,1,1997-01-15,1997
5209937,Inaciolândia,1,1997-01-15,1997
5209903,Iaciara,3,1997-01-15,1997
5209804,Hidrolina,0,1997-01-15,1997
5209705,Hidrolândia,0,1997-01-15,1997
5209606,Heitoraí,0,1997-01-15,1997
5209457,Guarinos,1,1997-01-15,1997
5209408,Guarani de Goiás,1,1997-01-15,1997
5209291,Guaraíta,0,1997-01-15,1997
5209200,Guapó,0,1997-01-15,1997
5209150,Gouvelândia,0,1997-01-15,1997
5209101,Goiatuba,4,1997-01-15,1997
5208905,Goiás,2,1997-01-15,1997
5208806,Goianira,1,1997-01-15,1997
5208707,Goiânia,175,1997-01-15,1997
5208608,Goianésia,2,1997-01-15,1997
5208509,Goiandira,0,1997-01-15,1997
5222005,Vianópolis,1,1997-01-15,1997
5208400,Goianápolis,4,1997-01-15,1997
5208301,Divinópolis de Goiás,1,1997-01-15,1997
5208152,Gameleira de Goiás,0,1997-01-15,1997
5208103,Formoso,1,1997-01-15,1997
5208004,Formosa,22,1997-01-15,1997
5207907,Flores de Goiás,0,1997-01-15,1997
5207808,Firminópolis,2,1997-01-15,1997
5207600,Fazenda Nova,3,1997-01-15,1997
5207535,Faina,0,1997-01-15,1997
5207501,Estrela do Norte,0,1997-01-15,1997
5207402,Edéia,1,1997-01-15,1997
5207352,Edealina,1,1997-01-15,1997
5207253,Doverlândia,0,1997-01-15,1997
5207105,Diorama,1,1997-01-15,1997
5206909,Davinópolis,0,1997-01-15,1997
5206800,Damolândia,0,1997-01-15,1997
5206701,Damianópolis,0,1997-01-15,1997
5206602,Cumari,1,1997-01-15,1997
5206503,Cromínia,0,1997-01-15,1997
5206404,Crixás,1,1997-01-15,1997
5206305,Cristianópolis,0,1997-01-15,1997
5206206,Cristalina,4,1997-01-15,1997
5205901,Corumbaíba,2,1997-01-15,1997
5205802,Corumbá de Goiás,3,1997-01-15,1997
5205703,Córrego do Ouro,1,1997-01-15,1997
5205521,Colinas do Sul,0,1997-01-15,1997
5205513,Cocalzinho de Goiás,1,1997-01-15,1997
5205497,Cidade Ocidental,3,1997-01-15,1997
5205471,Chapadão do Céu,0,1997-01-15,1997
5205455,Cezarina,0,1997-01-15,1997
5205406,Ceres,3,1997-01-15,1997
5205307,Cavalcante,2,1997-01-15,1997
5205208,Caturaí,0,1997-01-15,1997
5205109,Catalão,6,1997-01-15,1997
5205059,Castelândia,1,1997-01-15,1997
5205000,Carmo do Rio Verde,2,1997-01-15,1997
5204953,Campos Verdes,2,1997-01-15,1997
5221908,Varjão,0,1997-01-15,1997
5204904,Campos Belos,1,1997-01-15,1997
5204854,Campo Limpo de Goiás,0,1997-01-15,1997
5204805,Campo Alegre de Goiás,0,1997-01-15,1997
5204706,Campinorte,2,1997-01-15,1997
5204656,Campinaçu,1,1997-01-15,1997
5204607,Campestre de Goiás,0,1997-01-15,1997
5204557,Caldazinha,0,1997-01-15,1997
5204508,Caldas Novas,2,1997-01-15,1997
5204409,Caiapônia,2,1997-01-15,1997
5204300,Caçu,2,1997-01-15,1997
5204250,Cachoeira Dourada,1,1997-01-15,1997
5204201,Cachoeira de Goiás,0,1997-01-15,1997
5204102,Cachoeira Alta,0,1997-01-15,1997
5204003,Cabeceiras,3,1997-01-15,1997
5203906,Buriti Alegre,1,1997-01-15,1997
5203807,Britânia,0,1997-01-15,1997
5203609,Brazabrantes,0,1997-01-15,1997
5203575,Bonópolis,0,1997-01-15,1997
5203559,Bonfinópolis,0,1997-01-15,1997
5203500,Bom Jesus de Goiás,0,1997-01-15,1997
5203401,Bom Jardim de Goiás,2,1997-01-15,1997
5203302,Bela Vista de Goiás,0,1997-01-15,1997
5203203,Barro Alto,0,1997-01-15,1997
5203104,Baliza,0,1997-01-15,1997
5202809,Avelinópolis,0,1997-01-15,1997
5202601,Aurilândia,0,1997-01-15,1997
5202502,Aruanã,1,1997-01-15,1997
5202353,Arenópolis,0,1997-01-15,1997
5202155,Araguapaz,0,1997-01-15,1997
5201801,Aragoiânia,0,1997-01-15,1997
5201702,Aragarças,4,1997-01-15,1997
5201603,Araçu,1,1997-01-15,1997
5201504,Aporé,0,1997-01-15,1997
5201454,Aparecida do Rio Doce,0,1997-01-15,1997
5201405,Aparecida de Goiânia,54,1997-01-15,1997
5201306,Anicuns,4,1997-01-15,1997
5201108,Anápolis,39,1997-01-15,1997
5221858,Valparaíso de Goiás,4,1997-01-15,1997
5200902,Amorinópolis,0,1997-01-15,1997
5200852,Americano do Brasil,0,1997-01-15,1997
5200829,Amaralina,0,1997-01-15,1997
5200803,Alvorada do Norte,2,1997-01-15,1997
5200605,Alto Paraíso de Goiás,2,1997-01-15,1997
5200555,Alto Horizonte,0,1997-01-15,1997
5200506,Aloândia,0,1997-01-15,1997
5200308,Alexânia,5,1997-01-15,1997
5200258,Águas Lindas de Goiás,18,1997-01-15,1997
5200209,Água Limpa,3,1997-01-15,1997
5200175,Água Fria de Goiás,0,1997-01-15,1997
5200159,Adelândia,0,1997-01-15,1997
5200134,Acreúna,2,1997-01-15,1997
5200100,Abadiânia,1,1997-01-15,1997
5200050,Abadia de Goiás,0,1997-01-15,1997
5221809,Urutaí,0,1997-01-15,1997
5221700,Uruana,2,1997-01-15,1997
5221601,Uruaçu,3,1997-01-15,1997
5221577,Uirapuru,0,1997-01-15,1997
5221551,Turvelândia,0,1997-01-15,1997
5221502,Turvânia,1,1997-01-15,1997
5221452,Trombas,0,1997-01-15,1997
5221403,Trindade,4,1997-01-15,1997
5221304,Três Ranchos,1,1997-01-15,1997
5221197,Terezópolis de Goiás,0,1997-01-15,1997
5221080,Teresina de Goiás,0,1997-01-15,1997
5221007,Taquaral de Goiás,0,1997-01-15,1997
5220702,Sítio d'Abadia,0,1997-01-15,1997
5220686,Simolândia,1,1997-01-15,1997
5220504,Serranópolis,1,1997-01-15,1997
5220454,Senador Canedo,7,1997-01-15,1997
5220405,São Simão,2,1997-01-15,1997
5220280,São Patrício,0,1997-01-15,1997
5220264,São Miguel do Passa Quatro,0,1997-01-15,1997
5220207,São Miguel do Araguaia,3,1997-01-15,1997
5220157,São Luíz do Norte,0,1997-01-15,1997
5220108,São Luís de Montes Belos,1,1997-01-15,1997
5220058,São João da Paraúna,0,1997-01-15,1997
5220009,São João d'Aliança,0,1997-01-15,1997
5219902,São Francisco de Goiás,1,1997-01-15,1997
5219803,São Domingos,0,1997-01-15,1997
5219753,Santo Antônio do Descoberto,18,1997-01-15,1997
5219738,Santo Antônio de Goiás,0,1997-01-15,1997
5219712,Santo Antônio da Barra,0,1997-01-15,1997
5219704,Santa Terezinha de Goiás,0,1997-01-15,1997
5219605,Santa Tereza de Goiás,0,1997-01-15,1997
5219506,Santa Rosa de Goiás,0,1997-01-15,1997
5219456,Santa Rita do Novo Destino,0,1997-01-15,1997
5219407,Santa Rita do Araguaia,1,1997-01-15,1997
5219357,Santa Isabel,0,1997-01-15,1997
5219308,Santa Helena de Goiás,6,1997-01-15,1997
5219258,Santa Fé de Goiás,0,1997-01-15,1997
5219209,Santa Cruz de Goiás,0,1997-01-15,1997
5219100,Santa Bárbara de Goiás,1,1997-01-15,1997
5219001,Sanclerlândia,0,1997-01-15,1997
5218904,Rubiataba,3,1997-01-15,1997
5218805,Rio Verde,26,1997-01-15,1997
5218789,Rio Quente,0,1997-01-15,1997
5218706,Rianápolis,1,1997-01-15,1997
5218607,Rialma,1,1997-01-15,1997
5218508,Quirinópolis,4,1997-01-15,1997
5218391,Professor Jamil,0,1997-01-15,1997
5218300,Posse,3,1997-01-15,1997
5218102,Portelândia,0,1997-01-15,1997
5218052,Porteirão,0,1997-01-15,1997
5218003,Porangatu,2,1997-01-15,1997
5217708,Pontalina,3,1997-01-15,1997
5217609,Planaltina,20,1997-01-15,1997
5217401,Pires do Rio,0,1997-01-15,1997
5222302,Vila Propício,0,1997-01-15,1997
5217302,Pirenópolis,2,1997-01-15,1997
5217203,Piranhas,1,1997-01-15,1997
5217104,Piracanjuba,0,1997-01-15,1997
5216908,Pilar de Goiás,0,1997-01-15,1997
5216809,Petrolina de Goiás,3,1997-01-15,1997
5216452,Perolândia,0,1997-01-15,1997
5216403,Paraúna,0,1997-01-15,1997
5216304,Paranaiguara,1,1997-01-15,1997
5216007,Panamá,0,1997-01-15,1997
5215900,Palminópolis,0,1997-01-15,1997
5215801,Palmelo,1,1997-01-15,1997
5215702,Palmeiras de Goiás,0,1997-01-15,1997
5215652,Palestina de Goiás,0,1997-01-15,1997
5215603,Padre Bernardo,7,1997-01-15,1997
5215504,Ouvidor,0,1997-01-15,1997
5215405,Ouro Verde de Goiás,0,1997-01-15,1997
5215306,Orizona,1,1997-01-15,1997
5215256,Novo Planalto,0,1997-01-15,1997
5215231,Novo Gama,15,1997-01-15,1997
5215207,Novo Brasil,0,1997-01-15,1997
5215009,Nova Veneza,1,1997-01-15,1997
5214903,Nova Roma,0,1997-01-15,1997
5214879,Nova Iguaçu de Goiás,0,1997-01-15,1997
5206305,Cristianópolis,0,1998-01-15,1998
5219605,Santa Tereza de Goiás,0,1998-01-15,1998
5206206,Cristalina,1,1998-01-15,1998
5217302,Pirenópolis,2,1998-01-15,1998
5205901,Corumbaíba,0,1998-01-15,1998
5205802,Corumbá de Goiás,2,1998-01-15,1998
5205703,Córrego do Ouro,0,1998-01-15,1998
5205521,Colinas do Sul,0,1998-01-15,1998
5220009,São João d'Aliança,1,1998-01-15,1998
5205513,Cocalzinho de Goiás,4,1998-01-15,1998
5205497,Cidade Ocidental,2,1998-01-15,1998
5205471,Chapadão do Céu,0,1998-01-15,1998
5219902,São Francisco de Goiás,0,1998-01-15,1998
5217401,Pires do Rio,0,1998-01-15,1998
5205455,Cezarina,2,1998-01-15,1998
5222302,Vila Propício,0,1998-01-15,1998
5205406,Ceres,3,1998-01-15,1998
5205307,Cavalcante,0,1998-01-15,1998
5219704,Santa Terezinha de Goiás,1,1998-01-15,1998
5205208,Caturaí,0,1998-01-15,1998
5205109,Catalão,11,1998-01-15,1998
5205059,Castelândia,2,1998-01-15,1998
5219803,São Domingos,2,1998-01-15,1998
5205000,Carmo do Rio Verde,1,1998-01-15,1998
5221908,Varjão,1,1998-01-15,1998
5204953,Campos Verdes,0,1998-01-15,1998
5217609,Planaltina,32,1998-01-15,1998
5204904,Campos Belos,1,1998-01-15,1998
5204854,Campo Limpo de Goiás,0,1998-01-15,1998
5218052,Porteirão,0,1998-01-15,1998
5204805,Campo Alegre de Goiás,0,1998-01-15,1998
5204706,Campinorte,0,1998-01-15,1998
5219753,Santo Antônio do Descoberto,10,1998-01-15,1998
5204656,Campinaçu,0,1998-01-15,1998
5204607,Campestre de Goiás,0,1998-01-15,1998
5204557,Caldazinha,0,1998-01-15,1998
5204508,Caldas Novas,5,1998-01-15,1998
5204409,Caiapônia,0,1998-01-15,1998
5217708,Pontalina,0,1998-01-15,1998
5204300,Caçu,2,1998-01-15,1998
5215207,Novo Brasil,0,1998-01-15,1998
5204250,Cachoeira Dourada,2,1998-01-15,1998
5219738,Santo Antônio de Goiás,0,1998-01-15,1998
5214903,Nova Roma,0,1998-01-15,1998
5204201,Cachoeira de Goiás,0,1998-01-15,1998
5204102,Cachoeira Alta,2,1998-01-15,1998
5214705,Nova América,0,1998-01-15,1998
5204003,Cabeceiras,1,1998-01-15,1998
5203906,Buriti Alegre,1,1998-01-15,1998
5203807,Britânia,1,1998-01-15,1998
5203609,Brazabrantes,0,1998-01-15,1998
5219712,Santo Antônio da Barra,0,1998-01-15,1998
5203575,Bonópolis,0,1998-01-15,1998
5218003,Porangatu,8,1998-01-15,1998
5213509,Monte Alegre de Goiás,0,1998-01-15,1998
5203559,Bonfinópolis,1,1998-01-15,1998
5203500,Bom Jesus de Goiás,1,1998-01-15,1998
5203401,Bom Jardim de Goiás,0,1998-01-15,1998
5203302,Bela Vista de Goiás,3,1998-01-15,1998
5203203,Barro Alto,0,1998-01-15,1998
5203104,Baliza,0,1998-01-15,1998
5218789,Rio Quente,0,1998-01-15,1998
5202809,Avelinópolis,0,1998-01-15,1998
5202601,Aurilândia,1,1998-01-15,1998
5202502,Aruanã,0,1998-01-15,1998
5202353,Arenópolis,1,1998-01-15,1998
5202155,Araguapaz,2,1998-01-15,1998
5201801,Aragoiânia,1,1998-01-15,1998
5213087,Minaçu,2,1998-01-15,1998
5201702,Aragarças,0,1998-01-15,1998
5201603,Araçu,0,1998-01-15,1998
5201504,Aporé,1,1998-01-15,1998
5201454,Aparecida do Rio Doce,0,1998-01-15,1998
5201405,Aparecida de Goiânia,63,1998-01-15,1998
5215231,Novo Gama,27,1998-01-15,1998
5201306,Anicuns,2,1998-01-15,1998
5221858,Valparaíso de Goiás,14,1998-01-15,1998
5219258,Santa Fé de Goiás,1,1998-01-15,1998
5201108,Anápolis,33,1998-01-15,1998
5200902,Amorinópolis,1,1998-01-15,1998
5200852,Americano do Brasil,0,1998-01-15,1998
5200829,Amaralina,0,1998-01-15,1998
5212956,Matrinchã,0,1998-01-15,1998
5200803,Alvorada do Norte,1,1998-01-15,1998
5200605,Alto Paraíso de Goiás,3,1998-01-15,1998
5200555,Alto Horizonte,0,1998-01-15,1998
5200506,Aloândia,0,1998-01-15,1998
5200308,Alexânia,0,1998-01-15,1998
5200258,Águas Lindas de Goiás,21,1998-01-15,1998
5200209,Água Limpa,0,1998-01-15,1998
5200175,Água Fria de Goiás,0,1998-01-15,1998
5200159,Adelândia,0,1998-01-15,1998
5200134,Acreúna,2,1998-01-15,1998
5200100,Abadiânia,2,1998-01-15,1998
5200050,Abadia de Goiás,0,1998-01-15,1998
5213053,Mimoso de Goiás,0,1998-01-15,1998
5213707,Montes Claros de Goiás,0,1998-01-15,1998
5221809,Urutaí,0,1998-01-15,1998
5215256,Novo Planalto,0,1998-01-15,1998
5221700,Uruana,1,1998-01-15,1998
5222203,Vila Boa,0,1998-01-15,1998
5219308,Santa Helena de Goiás,9,1998-01-15,1998
5221601,Uruaçu,6,1998-01-15,1998
5215306,Orizona,1,1998-01-15,1998
5219001,Sanclerlândia,0,1998-01-15,1998
5213756,Montividiu,0,1998-01-15,1998
5212907,Marzagão,0,1998-01-15,1998
5218508,Quirinópolis,4,1998-01-15,1998
5221577,Uirapuru,0,1998-01-15,1998
5215405,Ouro Verde de Goiás,0,1998-01-15,1998
5221551,Turvelândia,0,1998-01-15,1998
5213772,Montividiu do Norte,0,1998-01-15,1998
5212808,Mara Rosa,0,1998-01-15,1998
5215504,Ouvidor,0,1998-01-15,1998
5221502,Turvânia,0,1998-01-15,1998
5218706,Rianápolis,1,1998-01-15,1998
5219357,Santa Isabel,0,1998-01-15,1998
5213806,Morrinhos,4,1998-01-15,1998
5221452,Trombas,0,1998-01-15,1998
5219209,Santa Cruz de Goiás,0,1998-01-15,1998
5215603,Padre Bernardo,1,1998-01-15,1998
5212709,Mambaí,1,1998-01-15,1998
5221403,Trindade,14,1998-01-15,1998
5215652,Palestina de Goiás,0,1998-01-15,1998
5213855,Morro Agudo de Goiás,0,1998-01-15,1998
5218805,Rio Verde,18,1998-01-15,1998
5221304,Três Ranchos,0,1998-01-15,1998
5215702,Palmeiras de Goiás,0,1998-01-15,1998
5218391,Professor Jamil,0,1998-01-15,1998
5218904,Rubiataba,1,1998-01-15,1998
5221197,Terezópolis de Goiás,1,1998-01-15,1998
5213905,Mossâmedes,0,1998-01-15,1998
5212600,Mairipotaba,0,1998-01-15,1998
5214838,Nova Crixás,1,1998-01-15,1998
5221080,Teresina de Goiás,0,1998-01-15,1998
5215801,Palmelo,0,1998-01-15,1998
5219407,Santa Rita do Araguaia,0,1998-01-15,1998
5219100,Santa Bárbara de Goiás,0,1998-01-15,1998
5221007,Taquaral de Goiás,1,1998-01-15,1998
5214002,Mozarlândia,2,1998-01-15,1998
5215900,Palminópolis,0,1998-01-15,1998
5212501,Luziânia,29,1998-01-15,1998
5220702,Sítio d'Abadia,1,1998-01-15,1998
5212303,Leopoldo de Bulhões,1,1998-01-15,1998
5212253,Lagoa Santa,0,1998-01-15,1998
5212204,Jussara,3,1998-01-15,1998
5212105,Joviânia,1,1998-01-15,1998
5220686,Simolândia,3,1998-01-15,1998
5213103,Mineiros,5,1998-01-15,1998
5222054,Vicentinópolis,0,1998-01-15,1998
5212055,Jesúpolis,0,1998-01-15,1998
5216007,Panamá,0,1998-01-15,1998
5214051,Mundo Novo,1,1998-01-15,1998
5212006,Jaupaci,1,1998-01-15,1998
5211909,Jataí,7,1998-01-15,1998
5211800,Jaraguá,2,1998-01-15,1998
5211701,Jandaia,0,1998-01-15,1998
5211602,Ivolândia,1,1998-01-15,1998
5220603,Silvânia,0,1998-01-15,1998
5211503,Itumbiara,16,1998-01-15,1998
5211404,Itauçu,0,1998-01-15,1998
5214879,Nova Iguaçu de Goiás,0,1998-01-15,1998
5211305,Itarumã,0,1998-01-15,1998
5219456,Santa Rita do Novo Destino,0,1998-01-15,1998
5216304,Paranaiguara,0,1998-01-15,1998
5218300,Posse,2,1998-01-15,1998
5211206,Itapuranga,0,1998-01-15,1998
5211008,Itapirapuã,0,1998-01-15,1998
5214861,Nova Glória,2,1998-01-15,1998
5214101,Mutunópolis,0,1998-01-15,1998
5210901,Itapaci,0,1998-01-15,1998
5220504,Serranópolis,0,1998-01-15,1998
5210802,Itajá,0,1998-01-15,1998
5210604,Itaguaru,0,1998-01-15,1998
5216403,Paraúna,0,1998-01-15,1998
5210562,Itaguari,1,1998-01-15,1998
5210406,Itaberaí,4,1998-01-15,1998
5210307,Israelândia,1,1998-01-15,1998
5210208,Iporá,3,1998-01-15,1998
5210158,Ipiranga de Goiás,0,1998-01-15,1998
5220454,Senador Canedo,6,1998-01-15,1998
5210109,Ipameri,1,1998-01-15,1998
5210000,Inhumas,3,1998-01-15,1998
5209952,Indiara,2,1998-01-15,1998
5209937,Inaciolândia,0,1998-01-15,1998
5209903,Iaciara,3,1998-01-15,1998
5216452,Perolândia,0,1998-01-15,1998
5209804,Hidrolina,0,1998-01-15,1998
5220405,São Simão,1,1998-01-15,1998
5214408,Nazário,0,1998-01-15,1998
5209705,Hidrolândia,0,1998-01-15,1998
5209606,Heitoraí,1,1998-01-15,1998
5209457,Guarinos,0,1998-01-15,1998
5209408,Guarani de Goiás,0,1998-01-15,1998
5214507,Nerópolis,2,1998-01-15,1998
5209291,Guaraíta,0,1998-01-15,1998
5209200,Guapó,0,1998-01-15,1998
5220280,São Patrício,1,1998-01-15,1998
5216809,Petrolina de Goiás,1,1998-01-15,1998
5209150,Gouvelândia,0,1998-01-15,1998
5209101,Goiatuba,1,1998-01-15,1998
5220264,São Miguel do Passa Quatro,0,1998-01-15,1998
5219506,Santa Rosa de Goiás,1,1998-01-15,1998
5208905,Goiás,1,1998-01-15,1998
5208806,Goianira,4,1998-01-15,1998
5215009,Nova Veneza,0,1998-01-15,1998
5208707,Goiânia,169,1998-01-15,1998
5208608,Goianésia,2,1998-01-15,1998
5218607,Rialma,1,1998-01-15,1998
5222005,Vianópolis,2,1998-01-15,1998
5208509,Goiandira,0,1998-01-15,1998
5208400,Goianápolis,2,1998-01-15,1998
5213400,Moiporá,0,1998-01-15,1998
5216908,Pilar de Goiás,0,1998-01-15,1998
5220207,São Miguel do Araguaia,3,1998-01-15,1998
5208301,Divinópolis de Goiás,0,1998-01-15,1998
5214606,Niquelândia,7,1998-01-15,1998
5208152,Gameleira de Goiás,0,1998-01-15,1998
5208103,Formoso,2,1998-01-15,1998
5208004,Formosa,20,1998-01-15,1998
5218102,Portelândia,0,1998-01-15,1998
5207907,Flores de Goiás,1,1998-01-15,1998
5207808,Firminópolis,1,1998-01-15,1998
5207600,Fazenda Nova,2,1998-01-15,1998
5220157,São Luíz do Norte,0,1998-01-15,1998
5207535,Faina,0,1998-01-15,1998
5207501,Estrela do Norte,0,1998-01-15,1998
5217104,Piracanjuba,0,1998-01-15,1998
5207402,Edéia,0,1998-01-15,1998
5207352,Edealina,0,1998-01-15,1998
5207253,Doverlândia,1,1998-01-15,1998
5207105,Diorama,0,1998-01-15,1998
5217203,Piranhas,0,1998-01-15,1998
5206909,Davinópolis,0,1998-01-15,1998
5220108,São Luís de Montes Belos,1,1998-01-15,1998
5206800,Damolândia,0,1998-01-15,1998
5206701,Damianópolis,0,1998-01-15,1998
5206602,Cumari,0,1998-01-15,1998
5213004,Maurilândia,4,1998-01-15,1998
5206503,Cromínia,0,1998-01-15,1998
5206404,Crixás,0,1998-01-15,1998
5220058,São João da Paraúna,0,1998-01-15,1998
5213087,Minaçu,4,1999-01-15,1999
5219209,Santa Cruz de Goiás,1,1999-01-15,1999
5214903,Nova Roma,1,1999-01-15,1999
5213103,Mineiros,5,1999-01-15,1999
5218607,Rialma,1,1999-01-15,1999
5213400,Moiporá,1,1999-01-15,1999
5213509,Monte Alegre de Goiás,0,1999-01-15,1999
5219258,Santa Fé de Goiás,1,1999-01-15,1999
5213707,Montes Claros de Goiás,0,1999-01-15,1999
5219308,Santa Helena de Goiás,5,1999-01-15,1999
5213756,Montividiu,1,1999-01-15,1999
5218508,Quirinópolis,3,1999-01-15,1999
5213772,Montividiu do Norte,0,1999-01-15,1999
5219357,Santa Isabel,0,1999-01-15,1999
5213806,Morrinhos,3,1999-01-15,1999
5213855,Morro Agudo de Goiás,0,1999-01-15,1999
5218391,Professor Jamil,0,1999-01-15,1999
5213905,Mossâmedes,0,1999-01-15,1999
5219407,Santa Rita do Araguaia,0,1999-01-15,1999
5214002,Mozarlândia,1,1999-01-15,1999
5214051,Mundo Novo,1,1999-01-15,1999
5218300,Posse,2,1999-01-15,1999
5219456,Santa Rita do Novo Destino,0,1999-01-15,1999
5214101,Mutunópolis,0,1999-01-15,1999
5214408,Nazário,0,1999-01-15,1999
5219506,Santa Rosa de Goiás,0,1999-01-15,1999
5214507,Nerópolis,1,1999-01-15,1999
5214606,Niquelândia,3,1999-01-15,1999
5218102,Portelândia,1,1999-01-15,1999
5218052,Porteirão,0,1999-01-15,1999
5219605,Santa Tereza de Goiás,1,1999-01-15,1999
5219704,Santa Terezinha de Goiás,2,1999-01-15,1999
5218003,Porangatu,4,1999-01-15,1999
5219712,Santo Antônio da Barra,0,1999-01-15,1999
5214705,Nova América,0,1999-01-15,1999
5219738,Santo Antônio de Goiás,0,1999-01-15,1999
5217708,Pontalina,2,1999-01-15,1999
5219753,Santo Antônio do Descoberto,12,1999-01-15,1999
5222302,Vila Propício,0,1999-01-15,1999
5217609,Planaltina,19,1999-01-15,1999
5219803,São Domingos,1,1999-01-15,1999
5217401,Pires do Rio,5,1999-01-15,1999
5219902,São Francisco de Goiás,0,1999-01-15,1999
5220009,São João d'Aliança,0,1999-01-15,1999
5217302,Pirenópolis,3,1999-01-15,1999
5220058,São João da Paraúna,0,1999-01-15,1999
5217203,Piranhas,2,1999-01-15,1999
5220108,São Luís de Montes Belos,3,1999-01-15,1999
5217104,Piracanjuba,3,1999-01-15,1999
5220157,São Luíz do Norte,1,1999-01-15,1999
5220207,São Miguel do Araguaia,1,1999-01-15,1999
5216908,Pilar de Goiás,3,1999-01-15,1999
5220264,São Miguel do Passa Quatro,0,1999-01-15,1999
5216809,Petrolina de Goiás,2,1999-01-15,1999
5220280,São Patrício,0,1999-01-15,1999
5220405,São Simão,0,1999-01-15,1999
5216452,Perolândia,1,1999-01-15,1999
5220454,Senador Canedo,11,1999-01-15,1999
5216403,Paraúna,5,1999-01-15,1999
5214879,Nova Iguaçu de Goiás,0,1999-01-15,1999
5220504,Serranópolis,0,1999-01-15,1999
5216304,Paranaiguara,1,1999-01-15,1999
5220603,Silvânia,2,1999-01-15,1999
5216007,Panamá,0,1999-01-15,1999
5220686,Simolândia,1,1999-01-15,1999
5220702,Sítio d'Abadia,0,1999-01-15,1999
5215900,Palminópolis,0,1999-01-15,1999
5221007,Taquaral de Goiás,0,1999-01-15,1999
5215801,Palmelo,0,1999-01-15,1999
5221080,Teresina de Goiás,0,1999-01-15,1999
5221197,Terezópolis de Goiás,1,1999-01-15,1999
5215702,Palmeiras de Goiás,3,1999-01-15,1999
5214838,Nova Crixás,2,1999-01-15,1999
5221304,Três Ranchos,0,1999-01-15,1999
5215652,Palestina de Goiás,2,1999-01-15,1999
5221403,Trindade,9,1999-01-15,1999
5215603,Padre Bernardo,9,1999-01-15,1999
5221452,Trombas,0,1999-01-15,1999
5221502,Turvânia,0,1999-01-15,1999
5215504,Ouvidor,0,1999-01-15,1999
5221551,Turvelândia,0,1999-01-15,1999
5215405,Ouro Verde de Goiás,0,1999-01-15,1999
5221577,Uirapuru,0,1999-01-15,1999
5222203,Vila Boa,0,1999-01-15,1999
5215306,Orizona,1,1999-01-15,1999
5221601,Uruaçu,1,1999-01-15,1999
5221700,Uruana,0,1999-01-15,1999
5215256,Novo Planalto,1,1999-01-15,1999
5221809,Urutaí,0,1999-01-15,1999
5200050,Abadia de Goiás,0,1999-01-15,1999
5200100,Abadiânia,1,1999-01-15,1999
5200134,Acreúna,3,1999-01-15,1999
5200159,Adelândia,0,1999-01-15,1999
5200175,Água Fria de Goiás,1,1999-01-15,1999
5200209,Água Limpa,0,1999-01-15,1999
5200258,Águas Lindas de Goiás,51,1999-01-15,1999
5200308,Alexânia,1,1999-01-15,1999
5200506,Aloândia,1,1999-01-15,1999
5200555,Alto Horizonte,0,1999-01-15,1999
5200605,Alto Paraíso de Goiás,1,1999-01-15,1999
5200803,Alvorada do Norte,1,1999-01-15,1999
5200829,Amaralina,0,1999-01-15,1999
5200852,Americano do Brasil,1,1999-01-15,1999
5200902,Amorinópolis,2,1999-01-15,1999
5201108,Anápolis,43,1999-01-15,1999
5215231,Novo Gama,16,1999-01-15,1999
5201306,Anicuns,0,1999-01-15,1999
5221858,Valparaíso de Goiás,11,1999-01-15,1999
5201405,Aparecida de Goiânia,70,1999-01-15,1999
5201454,Aparecida do Rio Doce,0,1999-01-15,1999
5201504,Aporé,0,1999-01-15,1999
5201603,Araçu,0,1999-01-15,1999
5201702,Aragarças,2,1999-01-15,1999
5201801,Aragoiânia,1,1999-01-15,1999
5202155,Araguapaz,2,1999-01-15,1999
5202353,Arenópolis,2,1999-01-15,1999
5202502,Aruanã,1,1999-01-15,1999
5202601,Aurilândia,1,1999-01-15,1999
5202809,Avelinópolis,0,1999-01-15,1999
5203104,Baliza,0,1999-01-15,1999
5203203,Barro Alto,0,1999-01-15,1999
5203302,Bela Vista de Goiás,4,1999-01-15,1999
5203401,Bom Jardim de Goiás,3,1999-01-15,1999
5203500,Bom Jesus de Goiás,2,1999-01-15,1999
5203559,Bonfinópolis,0,1999-01-15,1999
5203575,Bonópolis,0,1999-01-15,1999
5203609,Brazabrantes,0,1999-01-15,1999
5203807,Britânia,0,1999-01-15,1999
5203906,Buriti Alegre,2,1999-01-15,1999
5204003,Cabeceiras,2,1999-01-15,1999
5204102,Cachoeira Alta,0,1999-01-15,1999
5204201,Cachoeira de Goiás,0,1999-01-15,1999
5215207,Novo Brasil,0,1999-01-15,1999
5204250,Cachoeira Dourada,0,1999-01-15,1999
5204300,Caçu,3,1999-01-15,1999
5204409,Caiapônia,1,1999-01-15,1999
5204508,Caldas Novas,4,1999-01-15,1999
5204557,Caldazinha,0,1999-01-15,1999
